positive,other,neutral,negative,doc_num
0.5565032362937927,0.20940251648426056,0.15427890419960022,0.0798153504729271,0
0.5357375144958496,0.2675318717956543,0.135611429810524,0.061119236052036285,1
0.9381802082061768,0.03405196592211723,0.016261495649814606,0.011506262235343456,1
0.9486980438232422,0.030108097940683365,0.012676749378442764,0.00851710420101881,2
0.6461181044578552,0.20864874124526978,0.12676919996738434,0.01846395805478096,2
0.5884411931037903,0.34051766991615295,0.045206375420093536,0.02583480067551136,2
0.8466932773590088,0.11511446535587311,0.020861094817519188,0.017331155017018318,3
0.42849451303482056,0.37274712324142456,0.12955829501152039,0.06920013576745987,3
0.9507882595062256,0.03364890441298485,0.009287976659834385,0.006274866871535778,4
0.4015706181526184,0.3294488191604614,0.16457140445709229,0.1044091284275055,4
0.8402541279792786,0.11479061841964722,0.026458438485860825,0.018496815115213394,5
0.3102414906024933,0.2916383147239685,0.26184675097465515,0.13627341389656067,5
0.9426154494285583,0.033054202795028687,0.014722349122166634,0.009608025662600994,6
0.45331305265426636,0.2640126049518585,0.232635498046875,0.05003877356648445,6
0.4698016345500946,0.3023258447647095,0.1810348480939865,0.04683766886591911,7
0.8052403330802917,0.11870958656072617,0.04012400284409523,0.03592604398727417,7
0.6794127225875854,0.16615448892116547,0.09073944389820099,0.06369335204362869,8
0.5725577473640442,0.2163332849740982,0.17827630043029785,0.032832689583301544,8
0.4878026247024536,0.35879945755004883,0.12219627946615219,0.03120165504515171,9
0.8213163614273071,0.10562881827354431,0.03747344762086868,0.03558138385415077,9
0.7110463380813599,0.14076843857765198,0.08340930938720703,0.0647759735584259,10
0.5725577473640442,0.2163332849740982,0.17827630043029785,0.032832689583301544,10
0.7108553647994995,0.14117424190044403,0.0840684249997139,0.06390199810266495,11
0.5725577473640442,0.2163332849740982,0.17827630043029785,0.032832689583301544,11
0.9507882595062256,0.03364890441298485,0.009287976659834385,0.006274866871535778,12
0.4015706181526184,0.3294488191604614,0.16457140445709229,0.1044091284275055,12
0.37219178676605225,0.3151388466358185,0.24107618629932404,0.07159318774938583,13
0.8052403330802917,0.11870958656072617,0.04012400284409523,0.03592604398727417,13
0.8989436030387878,0.06351456791162491,0.019503813236951828,0.018038075417280197,14
0.4878026247024536,0.35879945755004883,0.12219627946615219,0.03120165504515171,14
0.575345516204834,0.29834532737731934,0.07668732106685638,0.04962184280157089,15
0.3943922519683838,0.30934908986091614,0.1737099289894104,0.1225486770272255,15
0.4698016345500946,0.3023258447647095,0.1810348480939865,0.04683766886591911,16
0.8052403330802917,0.11870958656072617,0.04012400284409523,0.03592604398727417,16
0.6701361536979675,0.17057013511657715,0.13016673922538757,0.029127005487680435,17
0.3388948142528534,0.3318789303302765,0.26137763261795044,0.06784860789775848,17
0.9322394132614136,0.040822453796863556,0.015205848030745983,0.011732421815395355,18
0.6741518378257751,0.15783430635929108,0.1406266987323761,0.02738712541759014,18
0.8255796432495117,0.12076892703771591,0.027538878843188286,0.026112476363778114,18
0.9425332546234131,0.03647267818450928,0.012136062607169151,0.008857996203005314,19
0.3986893892288208,0.30343037843704224,0.1785714030265808,0.11930890381336212,19
0.9429658055305481,0.04353100061416626,0.00749900983646512,0.006004153285175562,20
0.6129512190818787,0.24892137944698334,0.11195103824138641,0.026176301762461662,20
0.3252410590648651,0.309045672416687,0.3064825236797333,0.0592307522892952,21
0.8213163614273071,0.10562881827354431,0.03747344762086868,0.03558138385415077,21
0.4250290095806122,0.25129982829093933,0.21124552190303802,0.11242565512657166,22
0.8052403330802917,0.11870958656072617,0.04012400284409523,0.03592604398727417,22
0.5532929301261902,0.21792571246623993,0.1994752585887909,0.02930607460439205,23
0.6483283638954163,0.1704910546541214,0.14650370180606842,0.03467687964439392,24
0.837278425693512,0.10985349863767624,0.029495276510715485,0.02337285503745079,24
0.7090524435043335,0.1888197511434555,0.057103630155324936,0.045024171471595764,25
0.6498661637306213,0.1638355255126953,0.1529020518064499,0.033396292477846146,25
0.9425332546234131,0.03647267818450928,0.012136062607169151,0.008857996203005314,26
0.3776736259460449,0.2563638389110565,0.19164106249809265,0.17432144284248352,26
0.8050409555435181,0.13214193284511566,0.033264487981796265,0.029552659019827843,27
0.4276118874549866,0.3376081883907318,0.16409748792648315,0.07068249583244324,27
0.37219178676605225,0.3151388466358185,0.24107618629932404,0.07159318774938583,28
0.8052403330802917,0.11870958656072617,0.04012400284409523,0.03592604398727417,28
0.9491185545921326,0.031054427847266197,0.011936672031879425,0.007890362292528152,29
0.6363039612770081,0.19267255067825317,0.13465306162834167,0.03637047857046127,29
0.41271042823791504,0.2668520510196686,0.2132372409105301,0.10720023512840271,30
0.8052403330802917,0.11870958656072617,0.04012400284409523,0.03592604398727417,30
0.8660237193107605,0.0915384441614151,0.021517714485526085,0.02092014253139496,31
0.4276118874549866,0.3376081883907318,0.16409748792648315,0.07068249583244324,31
0.7539901733398438,0.12975959479808807,0.05910012125968933,0.05715010687708855,31
0.4675008952617645,0.31436771154403687,0.17413143813610077,0.04399985074996948,32
0.8256766200065613,0.11312836408615112,0.03210930898785591,0.029085693880915642,33
0.5004509687423706,0.28132402896881104,0.19999276101589203,0.018232237547636032,33
0.6483283638954163,0.1704910546541214,0.14650370180606842,0.03467687964439392,34
0.837278425693512,0.10985349863767624,0.029495276510715485,0.02337285503745079,34
0.9474403858184814,0.031766586005687714,0.012376168742775917,0.008416850119829178,35
0.6363039612770081,0.19267255067825317,0.13465306162834167,0.03637047857046127,35
0.6602190136909485,0.24605239927768707,0.059807952493429184,0.03392061963677406,36
0.374460369348526,0.2966731786727905,0.18350374698638916,0.14536269009113312,36
0.36316144466400146,0.3482070863246918,0.25116708874702454,0.037464436143636703,37
0.6559198498725891,0.1646997183561325,0.15117482841014862,0.028205621987581253,37
0.42343828082084656,0.3837583065032959,0.12389205396175385,0.0689113438129425,37
