positive,other,neutral,negative,doc_num
0.49376052618026733,0.37318170070648193,0.06769705563783646,0.06536071002483368,0
0.6740521192550659,0.1499556005001068,0.14181005954742432,0.03418218716979027,0
0.9602965116500854,0.021078987047076225,0.011438106186687946,0.0071863471530377865,1
0.4088548719882965,0.3210115134716034,0.18235935270786285,0.08777417242527008,1
0.4501621723175049,0.3063849210739136,0.19256068766117096,0.05089220777153969,2
0.5277884006500244,0.2446129024028778,0.20878374576568604,0.018814900889992714,2
0.45603781938552856,0.4230188727378845,0.09743162244558334,0.023511772975325584,3
0.41264909505844116,0.22142626345157623,0.19172601401805878,0.17419858276844025,3
0.5845711827278137,0.37274613976478577,0.02728189341723919,0.01540081761777401,3
0.5313852429389954,0.26063239574432373,0.1597544252872467,0.0482279434800148,4
0.5309005379676819,0.33836114406585693,0.0966864749789238,0.03405185043811798,4
0.5978841781616211,0.2737768590450287,0.06987845152616501,0.05846051126718521,4
0.4177922308444977,0.25534188747406006,0.17085959017276764,0.15600630640983582,5
0.7884567379951477,0.10635460168123245,0.0977432131767273,0.0074454415589571,5
0.5401870012283325,0.17791230976581573,0.16899067163467407,0.11291003227233887,6
0.4187209904193878,0.39321497082710266,0.1591407209634781,0.028923306614160538,6
0.9525516629219055,0.020967137068510056,0.018679283559322357,0.007801947649568319,6
0.4538327753543854,0.3134497106075287,0.17485730350017548,0.05786024406552315,7
0.30616044998168945,0.2473696917295456,0.23334461450576782,0.21312524378299713,7
0.4511721730232239,0.28327301144599915,0.13500261306762695,0.13055218756198883,8
0.5514772534370422,0.247846782207489,0.17755430936813354,0.023121656849980354,8
0.39850521087646484,0.22425435483455658,0.19704961776733398,0.1801908165216446,8
0.5328137278556824,0.3412114381790161,0.08116718381643295,0.04480763524770737,9
0.8958250880241394,0.04213957116007805,0.041716743260622025,0.02031858079135418,9
0.4567267894744873,0.2772359848022461,0.14039702713489532,0.12564007937908173,10
0.5514772534370422,0.247846782207489,0.17755430936813354,0.023121656849980354,10
0.7207740545272827,0.2511645555496216,0.017487594857811928,0.01057375781238079,10
0.5174952745437622,0.27000489830970764,0.14532804489135742,0.06717172265052795,11
0.7182936072349548,0.17891059815883636,0.05842691287398338,0.04436887055635452,11
0.4551544785499573,0.3043467104434967,0.1909560114145279,0.04954277351498604,12
0.5361537337303162,0.33771175146102905,0.09321893006563187,0.03291560709476471,12
0.7818004488945007,0.09980511665344238,0.09645979851484299,0.021934613585472107,12
0.41508060693740845,0.36199215054512024,0.16585734486579895,0.05706993490457535,13
0.5518484115600586,0.37167856097221375,0.04295395687222481,0.03351907804608345,13
0.6375102400779724,0.14130759239196777,0.13995756208896637,0.08122468739748001,13
0.5347824692726135,0.34129902720451355,0.08005666732788086,0.04386184364557266,14
0.4571671187877655,0.28619906306266785,0.22440971434116364,0.03222408890724182,14
0.38382452726364136,0.3086012601852417,0.17829519510269165,0.1292790025472641,15
0.6183264255523682,0.25858423113822937,0.10797290503978729,0.015116401948034763,15
0.8764619827270508,0.08441158384084702,0.020705396309494972,0.018421046435832977,16
0.5512667298316956,0.21872936189174652,0.18871192634105682,0.04129200428724289,16
0.4305312931537628,0.31614843010902405,0.17519116401672363,0.07812908291816711,16
0.44059276580810547,0.3763067126274109,0.1496046781539917,0.03349592909216881,17
0.47245150804519653,0.21500957012176514,0.16686642169952393,0.1456725150346756,17
0.8928573131561279,0.08888325095176697,0.0099458247423172,0.008313682861626148,17
0.524285078048706,0.32274624705314636,0.09552329778671265,0.05744541436433792,18
0.8081833720207214,0.1423977017402649,0.04284028708934784,0.006578729022294283,18
0.558396577835083,0.17663060128688812,0.15010273456573486,0.11487007141113281,19
0.9157550930976868,0.03598291426897049,0.02936311811208725,0.01889883726835251,19
0.5009343028068542,0.2640552818775177,0.18068745732307434,0.0543229803442955,20
0.37960079312324524,0.22768855094909668,0.2138584554195404,0.17885220050811768,20
0.5198124051094055,0.20137572288513184,0.18303558230400085,0.09577633440494537,21
0.7927204966545105,0.10197686403989792,0.09636081010103226,0.008941886946558952,21
0.5061518549919128,0.16988666355609894,0.1676083654165268,0.15635313093662262,22
0.33452290296554565,0.2953746020793915,0.2709256708621979,0.09917683899402618,22
0.5297578573226929,0.2724558711051941,0.14303965866565704,0.05474662780761719,23
0.8541133999824524,0.11178689450025558,0.01905001699924469,0.015049715526401997,23
0.3940894305706024,0.374275803565979,0.1785479635000229,0.05308685824275017,24
0.4501013457775116,0.2691403329372406,0.1581764817237854,0.1225818619132042,24
0.5947250723838806,0.19121518731117249,0.10920283943414688,0.10485687851905823,25
0.8991211652755737,0.0537058524787426,0.026749949902296066,0.020423108711838722,25
0.5477480888366699,0.2767777740955353,0.10699586570262909,0.06847827136516571,26
0.8006261587142944,0.09811436384916306,0.06930837780237198,0.031951095908880234,26
0.5572561025619507,0.19829653203487396,0.13803184032440186,0.10641547292470932,27
0.7291223406791687,0.18144777417182922,0.06713660806417465,0.022293243557214737,27
0.5400287508964539,0.27730780839920044,0.14970862865447998,0.03295484557747841,28
0.3520485758781433,0.2703511416912079,0.22412407398223877,0.15347617864608765,28
0.5731610655784607,0.22821377217769623,0.11795353144407272,0.08067161589860916,29
0.9552481174468994,0.02047055773437023,0.017006773501634598,0.007274490315467119,29
0.5025725364685059,0.17617745697498322,0.1624327450990677,0.15881721675395966,30
0.416474848985672,0.3484651744365692,0.16118673980236053,0.07387331873178482,30
0.5201045870780945,0.16986945271492004,0.1685362607240677,0.14148972928524017,31
0.7484961152076721,0.1719612032175064,0.07410673797130585,0.005435908678919077,31
0.5253140926361084,0.22314663231372833,0.1505204737186432,0.10101881623268127,32
0.4501013457775116,0.2691403329372406,0.1581764817237854,0.1225818619132042,32
0.9302389025688171,0.05077170580625534,0.01153236348181963,0.007456954102963209,32
0.36929863691329956,0.28269243240356445,0.25979819893836975,0.08821070194244385,33
0.4691884517669678,0.34666699171066284,0.13688474893569946,0.047259893268346786,33
0.5282332301139832,0.27871599793434143,0.12261129170656204,0.0704394280910492,34
0.4291025400161743,0.267919659614563,0.18719303607940674,0.11578477174043655,34
0.5750259160995483,0.2018149048089981,0.12411627173423767,0.09904289245605469,35
0.9010348916053772,0.06035935878753662,0.019743528217077255,0.018862180411815643,35
0.5538607239723206,0.20886661112308502,0.12290121614933014,0.11437143385410309,36
0.6847432255744934,0.15769697725772858,0.14312119781970978,0.014438527636229992,36
0.5978841781616211,0.2737768590450287,0.06987845152616501,0.05846051126718521,36
0.49307602643966675,0.3501697778701782,0.11721466481685638,0.039539486169815063,37
0.4110850393772125,0.2936251163482666,0.2512779235839844,0.04401193931698799,37
0.5652015209197998,0.1954864114522934,0.12844550609588623,0.11086651682853699,38
0.8074377179145813,0.1286155879497528,0.0583251491189003,0.00562150776386261,38
0.8712723255157471,0.07620790600776672,0.03654302656650543,0.015976766124367714,38
0.43596798181533813,0.3891723155975342,0.14076146483421326,0.03409825265407562,39
0.9210991859436035,0.03797721117734909,0.02068220265209675,0.02024146355688572,39
0.4123804569244385,0.36594656109809875,0.19005699455738068,0.03161593899130821,40
0.7963236570358276,0.10175379365682602,0.09528789669275284,0.0066345869563519955,40
0.4220186769962311,0.345386266708374,0.13338731229305267,0.0992078110575676,40
0.5978841781616211,0.2737768590450287,0.06987845152616501,0.05846051126718521,40
0.471979022026062,0.2543797194957733,0.17417314648628235,0.09946806728839874,41
0.40321993827819824,0.37954768538475037,0.13398481905460358,0.083247609436512,41
0.9380000829696655,0.043880779296159744,0.011475049890577793,0.006644131615757942,41
0.4470394551753998,0.2924741506576538,0.13430017232894897,0.12618622183799744,42
