doc_num,positive,other,neutral,negative
0,0.7184272408485413,0.19782681763172144,0.05413852073252197,0.029607417527586173
1,0.6645041942596436,0.1807339012622833,0.10816872380673884,0.04659318551421158
2,0.6463992223143578,0.24945347290486095,0.0677307080477476,0.03641660022549328
3,0.6006771743297576,0.21239703819155692,0.11499070227146146,0.07193506583571428
4,0.5789642989635467,0.23640000522136684,0.1372921377420425,0.047343512624502135
5,0.6186759819587072,0.18963878042995927,0.1414930166987081,0.05019220857260123
6,0.7166384339332581,0.1775212466716766,0.07517595961689945,0.030664386600255923
7,0.523818951845169,0.23247559368610377,0.17512083537876602,0.06858460754156108
8,0.5305584892630577,0.2124850731343031,0.1764541789889335,0.0805022261338308
9,0.5620664238929749,0.2457733720541,0.15140306465327735,0.040757117420434905
10,0.6566778322060903,0.17337343469262115,0.11263380137582614,0.0573149593546986
11,0.615993720293045,0.19191902130842206,0.13021861780434843,0.061868629418313434
12,0.5775316476821899,0.2218354523181915,0.12021544575691216,0.08041744809597726
13,0.5656884551048279,0.22793500125408167,0.1442978952080011,0.06207868224009868
14,0.6586757659912109,0.17789208814501759,0.09901177044957872,0.06442039851099249
15,0.5017446031173071,0.2755482917030652,0.14768103261788681,0.07502606014410652
16,0.5737685660521189,0.2319924061497052,0.14692279851684967,0.047316246239157984
17,0.5569414019584655,0.25518513917922975,0.14336911514401432,0.0445043414831161
18,0.5377765238285065,0.2455702036619186,0.13269803971052166,0.0839552193880081
19,0.7527433633804321,0.1417974117211997,0.0787949683144688,0.026664277771487777
20,0.729753839969635,0.13784120418131346,0.10058701578527687,0.03181790467351672
21,0.6324118316173554,0.18655002713203425,0.13435714170336718,0.04668099414557216
22,0.5753311812877655,0.25452025085687635,0.12118030004203313,0.04896825300529596
23,0.4009872853755951,0.31260854899883267,0.1919507876038551,0.09445339441299434
24,0.6733531355857849,0.17856372296810144,0.10012078583240502,0.04796234713867304
25,0.5035260736942291,0.29062422513961794,0.138064894080162,0.06778482124209398
26,0.5203561733166376,0.24442687879006064,0.15788863661388552,0.07732828613370653
27,0.6739416062831879,0.17345400527119634,0.11709040943533175,0.03551399605348702
28,0.5688828468322754,0.24085132405161852,0.1253491554409265,0.0649166849441826
29,0.5638138105471929,0.29378590856989223,0.09449372813105579,0.04790655306229983
30,0.4603664502501488,0.33881763741374016,0.1335731148719787,0.06724278535693878
31,0.603979766368866,0.2441568538546562,0.09937459193170066,0.05248880004510279
32,0.6779535353183747,0.17599677592515942,0.10746109113097187,0.03858861029148096
33,0.7006501207749048,0.19652374275028703,0.06578742495427524,0.03703871260707572
