doc_num,pred,NEGATIVE,POSITIVE
0,0.5,0.49787005275,0.502129972915
1,0.8,0.19994664626,0.80005334212
2,0.75,0.250130989525,0.749869009575
3,1.0,0.004659294475,0.9953407375000001
4,0.8,0.20507100528,0.7949289883999999
5,0.8,0.19936610731999999,0.8006338824
6,0.8,0.1998584123,0.800141591
7,0.8,0.2003797048,0.79962031434
8,1.0,0.0014993138750000001,0.99850065
9,0.4,0.61098747496,0.38901251584
10,0.8,0.1992939787,0.8007060029999999
11,0.8333333333333334,0.16620202443333335,0.8337979925
12,1.0,0.02983561465,0.9701643875
13,0.8,0.19978318386,0.8002168184
14,0.5,0.5007469538,0.49925304905
15,0.75,0.249343342125,0.7506566609499999
16,0.8,0.2002246538,0.79977532606
17,1.0,0.0034726477200000003,0.996527332
18,0.75,0.2490093232,0.75099067
19,0.5,0.500482299125,0.499517683025
20,1.0,0.00327494324,0.996725028
21,0.6,0.39899763204,0.60100235102
22,0.8,0.1913968119,0.8086032059999999
23,0.8,0.19931979652,0.8006801876999999
24,0.8,0.19706426449999997,0.8029357548
25,1.0,0.120310346325,0.8796896625
26,0.75,0.2501686806,0.749831332575
27,0.8,0.20153396686000002,0.79846604726
28,0.6,0.39965771702,0.60034225384
29,0.5,0.483910514975,0.5160895095
30,0.8,0.19980446646,0.800195525
31,0.75,0.24725292335000001,0.7527470775
32,0.6,0.39679331166000004,0.6032066794800001
33,1.0,0.0029893733999999997,0.9970106225
34,0.75,0.24959586109999998,0.750404153325
35,0.5,0.484382361125,0.515617630575
36,0.6,0.39299532404000004,0.6070046849999999
37,0.6,0.3978765118,0.6021234812599999
38,0.6666666666666666,0.3315706417666667,0.6684293179999999
39,0.4,0.59125938956,0.4087406332
40,1.0,0.005618933575,0.9943810575
41,1.0,0.0026336200999999997,0.99736637
42,0.75,0.254884695725,0.7451153005
43,0.75,0.24878302995,0.7512169765
44,0.4,0.59727703312,0.40272297172
45,1.0,0.00251143315,0.99748855
46,0.5,0.4986746726,0.50132532115
47,0.6,0.39874135518,0.60125863712
48,1.0,0.001406577225,0.99859343
49,0.6,0.39720105506000003,0.6027989348
50,1.0,0.007132408,0.9928676
51,0.6,0.39862963998,0.60137032934
52,0.5,0.49689026397499997,0.503109755
53,0.8,0.19981460932,0.8001853924000001
54,0.6666666666666666,0.32856684976666667,0.6714331376666666
55,0.75,0.2484050969,0.7515948837499999
56,0.75,0.24889683125,0.75110317075
57,0.8,0.20000739074,0.799992595
58,0.6,0.39803451726,0.60196547828
59,0.8,0.20083664625999997,0.7991633758
60,1.0,0.002671757875,0.9973282325
61,0.5,0.49855286508333335,0.5014471300666666
62,0.6,0.39927103384,0.60072894734
63,0.75,0.232535461925,0.76746454
64,0.75,0.247400545325,0.7525994755000001
65,0.8,0.20146908328,0.7985308952000001
66,0.4,0.59381430146,0.406185711
67,0.6,0.39597095106,0.60402906376
