doc_num,pred,NEGATIVE,POSITIVE
0,0.75,0.25323077495,0.746769190925
1,0.75,0.28933461135,0.710665399275
2,1.0,0.0046337188,0.9953662766666667
3,0.75,0.24968724305,0.750312766
4,0.6666666666666666,0.3349678057,0.665032191
5,1.0,0.015807965650000002,0.9841920425
6,0.75,0.246968099,0.75303188975
7,1.0,0.0016670602,0.9983329333333334
8,0.5,0.49622583705,0.5037741409750001
9,1.0,0.001449622,0.99855039
10,0.6666666666666666,0.33373601989999996,0.6662639782333334
11,1.0,0.00306405855,0.9969359
12,0.3333333333333333,0.5107448022333333,0.4892552233333333
13,0.75,0.2439805859,0.756019408
14,0.75,0.25004024464999997,0.74995971375
15,1.0,0.00203727195,0.9979627
16,0.75,0.2508460814,0.74915395185
17,0.5,0.498339578575,0.5016604070999999
18,1.0,0.00740653325,0.9925934825
19,1.0,0.004291655266666667,0.9957083666666667
20,0.75,0.25239177170000004,0.7476082149000001
21,0.75,0.248563547525,0.75143641125
22,1.0,0.0102128767,0.98978712
23,1.0,0.0029427986249999996,0.99705719
24,1.0,0.002349037375,0.9976509849999999
25,0.75,0.252262877225,0.7477371349999999
26,0.75,0.249978127675,0.75002188065
27,1.0,0.0014386089249999998,0.9985613875
28,1.0,0.0031795002999999997,0.996820525
29,1.0,0.00254765855,0.9974523399999999
30,1.0,0.0012363912666666667,0.99876358
31,1.0,0.0017612237,0.9982388133333333
32,0.75,0.2522596294,0.747740389625
33,1.0,0.00585019752,0.99414979
34,0.75,0.252417299025,0.7475827024
35,1.0,0.0011642579666666668,0.9988357066666667
36,0.8,0.19136499322,0.8086350147999999
37,0.6666666666666666,0.3327000493333333,0.667299973
38,1.0,0.0137415131,0.9862584866666667
39,0.75,0.24859049655,0.75140948975
40,1.0,0.0036803184599999996,0.9963196480000001
41,0.8,0.19799494134,0.8020050538
42,0.5,0.4990315758,0.5009684142499999
43,0.75,0.251479097525,0.7485209041
44,0.25,0.663729648225,0.336270347825
45,0.75,0.25005332175,0.7499466621499999
46,1.0,0.0010940071333333332,0.9989060166666667
47,1.0,0.0017705613,0.9982294399999999
48,0.6666666666666666,0.33027814533333333,0.6697218496666667
49,0.6666666666666666,0.33270499523333336,0.6672949915333334
50,1.0,0.0018413565000000001,0.9981586533333333
51,0.75,0.32011004795,0.6798899272500001
52,0.8,0.20146825436,0.79853173842
53,1.0,0.0038924131333333335,0.9961076000000001
54,1.0,0.0030337295,0.9969662625
55,0.5,0.4976182081,0.502381764775
56,1.0,0.09739895585,0.9026010175
57,0.75,0.248408468425,0.75159152875
58,0.75,0.248058937925,0.7519410695
59,0.5,0.453996817075,0.54600317455
60,1.0,0.0019592199,0.998040775
61,0.75,0.250748961675,0.7492510172875
62,0.75,0.20286666965,0.797133315
63,0.6666666666666666,0.3367401804666667,0.6632598412333334
64,1.0,0.0037054231666666664,0.9962945666666667
65,0.75,0.2502518125,0.74974818935
66,1.0,0.0011428712666666666,0.9988571333333334
67,0.75,0.24964102645,0.7503589741500001
68,0.75,0.2494665017,0.7505334943249999
69,1.0,0.0048917043,0.9951083133333333
70,1.0,0.0024551397666666666,0.9975448533333333
71,0.8,0.19731087208,0.8026891410000001
72,1.0,0.0026337364666666665,0.9973662466666666
73,1.0,0.001152877,0.998847075
74,1.0,0.0031872431000000002,0.9968127566666666
75,1.0,0.00356794335,0.99643205
76,0.8,0.20068524626000003,0.79931474004
77,1.0,0.00164381995,0.9983561925
78,0.75,0.24343973410000003,0.7565602375
79,0.3333333333333333,0.6619308483333334,0.33806916866666664
80,0.75,0.251096584975,0.74890338805
81,1.0,0.001461520075,0.9985384724999999
82,1.0,0.06307057346666667,0.9369293966666667
83,1.0,0.0013467011333333334,0.9986533
84,0.5,0.499278487725,0.5007215287
85,0.6666666666666666,0.3241445287,0.6758554499999999
86,0.75,0.2536301743,0.746369804
87,0.75,0.25578636039999997,0.74421362865
88,0.3333333333333333,0.6637156143,0.33628436646666665
89,0.8,0.20536436401999997,0.7946356393
90,0.6,0.39754099132,0.602459
91,0.5,0.4957107701,0.504289222875
92,0.6666666666666666,0.3245915175,0.675408482
93,0.75,0.25078628892500004,0.749213700025
94,0.6,0.39357479656,0.60642521742
95,1.0,0.001351736,0.99864827
96,0.6666666666666666,0.33361270113333336,0.6663872984666667
97,1.0,0.021475387366666668,0.9785246
98,0.6666666666666666,0.33540252153333333,0.6645974868333333
99,0.75,0.2508033184,0.7491966793
100,0.75,0.24883019150000002,0.75116981025
101,1.0,0.0014858418666666665,0.9985141666666667
102,1.0,0.0036463182999999996,0.996353665
103,0.75,0.2445463107,0.7554536975
104,1.0,0.001376349375,0.9986236475
105,0.75,0.254634250675,0.74536575825
106,0.3333333333333333,0.6569386895333333,0.34306134093333335
107,0.75,0.251110250725,0.748889749525
108,1.0,0.001199372475,0.9988006275
109,1.0,0.083034010025,0.916965995
110,1.0,0.0030760192000000002,0.9969239333333334
111,0.75,0.24895048949999998,0.7510494951
112,1.0,0.0026763372600000002,0.99732364
113,0.8,0.20088342309999999,0.79911659178
114,1.0,0.012662849366666666,0.9873371233333333
115,0.5,0.49394455657499997,0.5060554499000001
116,1.0,0.00153449465,0.9984655325
117,1.0,0.001668116275,0.9983318925
118,0.75,0.250434738375,0.74956523
119,1.0,0.002226527633333333,0.9977734666666667
120,0.3333333333333333,0.661481891,0.3385180796666667
121,0.6666666666666666,0.33079693633333335,0.6692030488333334
122,0.75,0.251524940225,0.74847505605
123,1.0,0.004926614524999999,0.995073375
124,1.0,0.0034550975999999996,0.9965448966666667
125,1.0,0.0011462627333333334,0.9988537333333333
126,0.6,0.40044404172,0.59955591738
127,0.75,0.240383735825,0.75961625825
128,1.0,0.0014592088,0.9985408033333334
129,0.3333333333333333,0.6558408863999999,0.34415910499999997
130,0.75,0.3263463502,0.673653647075
131,1.0,0.001129821175,0.9988701600000001
132,0.8,0.20016440128,0.7998355994799999
133,0.75,0.250191203525,0.749808778425
134,1.0,0.0012351498666666667,0.9987648466666667
135,0.3333333333333333,0.6412026755666668,0.35879735916666666
