doc_num,pred,NEGATIVE,POSITIVE
0,1.0,0.0133302033,0.9866698199999999
1,0.6666666666666666,0.3346746502333333,0.6653253718666666
2,1.0,0.0019393909,0.998060585
3,1.0,0.00168836365,0.99831165
4,0.5,0.49944663425,0.5005533913
5,0.5,0.49796020635,0.5020398018
6,1.0,0.0041119279666666664,0.9958880666666667
7,0.6666666666666666,0.3349068016666667,0.6650932206666667
8,1.0,0.0031410189999999997,0.9968589750000001
9,1.0,0.0036391733,0.9963607750000001
10,1.0,0.00157406085,0.9984259600000001
11,0.6666666666666666,0.36886981166666666,0.6311301981666667
12,0.6666666666666666,0.33295091686666667,0.6670490966666667
13,1.0,0.0015887993,0.9984112
14,0.5,0.49972333385,0.5002766685
15,0.6666666666666666,0.3330418388,0.6669581826666667
16,0.3333333333333333,0.6318160273333333,0.368183942
17,0.25,0.74566890325,0.254331098175
18,0.6666666666666666,0.32815433239999997,0.6718456723333333
19,1.0,0.002123896,0.99787611
20,0.5,0.49481377865,0.5051862175
21,1.0,0.0026015575999999998,0.99739848
22,1.0,0.0011284873333333332,0.9988714766666668
23,1.0,0.00585863325,0.9941414
24,1.0,0.00175985595,0.9982401999999999
25,0.0,0.9909954166666667,0.009004587599999999
26,0.6666666666666666,0.3326965378666667,0.6673034640000001
27,0.6666666666666666,0.3312478573,0.6687521306666667
28,1.0,0.00177893665,0.9982211
29,0.5,0.4947042549,0.505295797
30,1.0,0.0012648520666666667,0.9987351466666667
31,1.0,0.00170472355,0.9982953
32,1.0,0.00369283565,0.99630715
33,0.75,0.249067198225,0.7509327935
34,0.5,0.49471516365,0.505284857
35,1.0,0.0012278855000000001,0.9987721333333334
36,1.0,0.00165393055,0.9983460799999999
37,1.0,0.0013587669,0.99864125
38,0.6666666666666666,0.3315990304,0.6684009746666666
39,1.0,0.0012209588000000001,0.99877905
40,0.0,0.9927609033333334,0.0072391168
41,0.6666666666666666,0.3304121445,0.6695878413333333
42,1.0,0.00288930325,0.99711073
43,0.5,0.4984150127,0.5015850255000001
44,1.0,0.00706860125,0.99293142
45,1.0,0.0012409996,0.9987589800000001
46,1.0,0.00160988665,0.99839013
47,1.0,0.0044396146,0.99556037
48,0.5,0.49860158250000003,0.5013984035
49,1.0,0.00223356055,0.99776647
50,0.5,0.49380735625,0.5061926585000001
51,0.5,0.49273483125,0.5072651665
52,1.0,0.0014132096000000001,0.998586735
53,1.0,0.00123624675,0.99876375
54,1.0,0.00904151765,0.990958515
55,1.0,0.00273203285,0.997268
56,1.0,0.00170351025,0.9982964999999999
57,1.0,0.0017962302999999999,0.9982037333333333
58,1.0,0.002715900933333333,0.9972841166666666
59,1.0,0.00330484405,0.99669512
60,0.3333333333333333,0.6521464852333333,0.3478535188
61,1.0,0.014834621733333333,0.9851654
62,1.0,0.009468914,0.9905311
63,1.0,0.00111968435,0.998880285
64,1.0,0.016635780333333332,0.9833642433333334
65,1.0,0.13785383404999998,0.86214618
66,1.0,0.00123510115,0.998764885
67,1.0,0.00130625105,0.9986937650000001
68,1.0,0.00169269655,0.9983072850000001
69,1.0,0.006603712750000001,0.99339625
70,1.0,0.0038278066499999996,0.99617218
71,1.0,0.00390336725,0.99609665
72,1.0,0.0013373903499999998,0.99866265
73,1.0,0.0011599979,0.9988399666666666
74,1.0,0.0022085196666666667,0.9977914666666666
75,0.6666666666666666,0.3340826988,0.6659172814666667
76,1.0,0.00171432445,0.9982856149999999
77,1.0,0.008352886733333334,0.9916470999999999
78,1.0,0.00221784115,0.9977821499999999
79,0.6666666666666666,0.33847773293333333,0.6615222408
80,1.0,0.0013457086,0.9986543
81,0.6666666666666666,0.3377734219333333,0.6622265741333333
82,1.0,0.00149779595,0.998502235
83,1.0,0.0012066472,0.9987933433333334
84,0.6666666666666666,0.3303582755,0.6696416933333333
85,0.6666666666666666,0.33761181433333337,0.6623881786333333
86,1.0,0.0165670823,0.9834328999999999
87,0.6666666666666666,0.3325438712666667,0.6674561406666667
88,1.0,0.001347166,0.99865285
89,1.0,0.03494546976666667,0.9650545533333333
90,1.0,0.0016757692333333333,0.9983242433333332
91,0.3333333333333333,0.6548422598333333,0.34515774233333335
92,1.0,0.0016692283000000001,0.998330775
93,0.6666666666666666,0.3336019854666667,0.6663980347333333
94,0.0,0.9929737433333333,0.007026257533333333
95,0.6666666666666666,0.3321255539333334,0.6678744253333333
96,0.6666666666666666,0.3338635313,0.6661364533333333
97,0.6666666666666666,0.3351024108666667,0.6648975733333333
98,1.0,0.0013251389500000001,0.9986748000000001
99,0.6666666666666666,0.33395753026666664,0.6660424714666667
100,0.6666666666666666,0.32802454903333333,0.6719754783333333
101,0.6666666666666666,0.33208903310000004,0.6679109326666666
102,1.0,0.005485220466666667,0.99451482
103,1.0,0.0013064417999999998,0.9986935533333333
104,1.0,0.0014574656999999998,0.9985425
105,1.0,0.00275627155,0.997243765
106,0.3333333333333333,0.6653008603333334,0.3346991515333333
107,0.6666666666666666,0.33540385386666666,0.6645961456666667
108,0.3333333333333333,0.6642335832333334,0.33576641306666666
109,0.0,0.9920042866666666,0.007995730733333333
110,1.0,0.00129867555,0.99870137
111,1.0,0.00123283235,0.99876717
112,0.6666666666666666,0.3307844136,0.6692155943333334
113,1.0,0.0023886462,0.997611375
114,0.6666666666666666,0.3272363924333333,0.6727635956666665
115,0.6666666666666666,0.32731729773333335,0.672682699
116,1.0,0.0017566122666666667,0.9982434166666666
117,1.0,0.0016824768999999997,0.99831755
118,0.3333333333333333,0.6040085543333333,0.3959914543333333
119,1.0,0.0235787182,0.97642133
120,0.5,0.50078707935,0.49921297215000004
121,1.0,0.00229941125,0.99770057
122,1.0,0.0018334622999999998,0.9981665533333333
123,1.0,0.0011109676,0.998889025
124,1.0,0.010143196799999999,0.9898568000000001
125,0.6666666666666666,0.18798285813333335,0.8120171333333334
126,0.3333333333333333,0.6562245793,0.3437754216666667
127,0.6666666666666666,0.3310132781333333,0.6689867143333332
128,0.0,0.9924961866666667,0.0075038085000000004
129,1.0,0.0012423709500000001,0.998757605
130,1.0,0.0011530714333333333,0.99884694
131,0.5,0.503513109,0.496486893
132,1.0,0.004596824,0.9954031666666667
133,1.0,0.0018896681,0.9981103499999999
134,1.0,0.009444847099999999,0.9905551666666668
135,1.0,0.0027418636499999998,0.99725815
