doc_num,pred,positive,neutral,negative
0,0.2857142857142857,0.6044033128571428,0.16994487657142857,0.22565181342857143
1,0.2857142857142857,0.5916509571428571,0.17623947857142858,0.23210959057142858
2,0.6666666666666666,0.5972352255555555,0.1859787622222222,0.21678600433333334
3,0.75,0.4937594875,0.1909973825,0.315243133
4,0.0,0.7768639083333334,0.12424899733333333,0.0988871055
5,0.25,0.58501086625,0.20424725124999998,0.2107418795
6,0.4,0.64957019,0.10991192320000001,0.240517905
7,0.25,0.5739166600000001,0.176006718,0.25007660924999997
8,0.3333333333333333,0.6462777033333333,0.164528684,0.189193649
9,0.3333333333333333,0.6248330233333333,0.15236627333333333,0.22280071499999998
10,0.5,0.46131935999999996,0.20896729375,0.32971333375
11,1.1428571428571428,0.43002733000000004,0.19422374857142857,0.37574891271428573
12,0.0,0.717570346,0.1364493346,0.145980315
13,0.25,0.5982086262499999,0.157429493125,0.2443618755
14,0.25,0.66002046625,0.1656003725,0.17437913125
15,0.2857142857142857,0.6330888542857143,0.17521086485714285,0.19170028185714288
16,0.8571428571428571,0.5133295785714286,0.175993164,0.3106772342857143
17,0.6666666666666666,0.5932199733333333,0.12859708616666668,0.2781829556666667
18,0.25,0.62196727,0.155187762875,0.22284499
19,0.3333333333333333,0.6950105416666666,0.14659713500000002,0.15839231766666664
20,0.25,0.5238845,0.20121294,0.2749025775
21,0.0,0.637599904,0.196931772,0.165468312
22,0.0,0.684198722,0.155315154,0.1604861198
23,0.5714285714285714,0.5717504671428572,0.17075601057142856,0.2574935547142857
24,0.0,0.6213660971428572,0.21910677714285715,0.15952710714285714
25,0.5,0.5263456825,0.18094038499999998,0.29271395125
26,0.4444444444444444,0.5784986377777778,0.18062459711111112,0.2408767631111111
27,0.0,0.6379232333333333,0.163383505,0.19869325833333332
28,0.0,0.701921595,0.16457923,0.13349917
29,0.0,0.6419723066666666,0.18201099166666668,0.176016686
30,0.0,0.745767952,0.12862066460000002,0.1256114396
31,0.0,0.7227352166666666,0.14784755400000002,0.129417234
32,0.6666666666666666,0.45783142,0.18461457666666667,0.3575539916666666
33,0.2857142857142857,0.6189596571428571,0.16353541285714288,0.21750493714285715
34,0.0,0.5954845716666667,0.1922821366666667,0.21223329366666666
35,0.5714285714285714,0.5890686514285715,0.11436302742857142,0.296568332
36,0.8571428571428571,0.41758510857142855,0.20492317142857144,0.37749170857142855
37,0.0,0.7313729183333333,0.13781868,0.13080843766666667
38,0.75,0.5599414125,0.16996398875,0.2700945975
39,0.0,0.8098860116666667,0.10635319083333333,0.08376076666666667
40,0.25,0.523248005,0.2007947725,0.27595723875
41,0.0,0.6509537066666667,0.18799945733333334,0.1610468221666667
42,0.5714285714285714,0.61490151,0.1641124495714286,0.2209860632857143
43,0.2857142857142857,0.623447137142857,0.15371352085714288,0.22283933657142857
44,1.0,0.46889817875,0.18402483,0.34707699200000003
45,0.4,0.669079732,0.10942821220000001,0.2214920554
46,0.3333333333333333,0.5467046316666667,0.20613836,0.24715702833333333
47,0.3333333333333333,0.60125836,0.12828087666666665,0.270460765
48,0.8571428571428571,0.4668232357142857,0.17635570842857143,0.3568210664285715
49,0.0,0.6768387060000001,0.1769535332,0.1462077662
50,0.3333333333333333,0.6252211016666667,0.14389878833333333,0.23088009233333331
51,0.0,0.7071418316666667,0.14268883666666668,0.15016935583333332
52,0.5,0.55959753625,0.175047032875,0.26535541575
53,0.25,0.6615434175,0.17973175125,0.158724829625
54,0.2857142857142857,0.6180121514285714,0.1752027262857143,0.20678511900000002
55,0.3333333333333333,0.5776582266666667,0.204550865,0.21779092233333333
56,0.5714285714285714,0.47976139285714287,0.179457978,0.3407806291428571
57,0.4444444444444444,0.52198221,0.165675282,0.31234250555555554
58,0.2222222222222222,0.5144425877777778,0.20589175944444443,0.27966566
59,0.8571428571428571,0.5168738,0.16283003857142855,0.3202961524285714
60,0.5714285714285714,0.6135143757142857,0.16702110714285714,0.21946451428571428
61,0.0,0.69830361,0.16442307685714286,0.13727331885714286
62,0.2857142857142857,0.6971927471428572,0.15421260928571429,0.148594645
63,0.4,0.580896846,0.1779651944,0.24113795119999998
64,0.75,0.5638848125,0.159247934125,0.2768672825
65,0.3333333333333333,0.6972546633333333,0.14090494716666666,0.16184037666666665
66,0.8,0.5554332900000001,0.1505126148,0.294054103
67,0.2857142857142857,0.6141476257142857,0.17400102071428572,0.21185135342857145
68,0.5,0.5012087966666666,0.24038831666666663,0.25840288499999997
69,0.0,0.6130822483333334,0.19418755666666668,0.19273018333333333
70,0.6666666666666666,0.5895096033333334,0.182977815,0.22751257749999998
71,0.0,0.6364671183333334,0.18858988666666665,0.17494299316666664
72,0.0,0.6382792585714286,0.16005484714285714,0.20166590957142858
73,0.0,0.66568336,0.1539825065714286,0.18033412728571427
74,0.2,0.580721176,0.191813478,0.2274653548
75,0.0,0.7032237585714285,0.14967104057142858,0.14710519028571428
76,0.0,0.7297927266666667,0.1344843375,0.135722927
77,0.6666666666666666,0.5335880583333333,0.16597493383333334,0.3004370118333333
78,0.2857142857142857,0.6352567085714286,0.15568754285714287,0.2090557362857143
79,0.3333333333333333,0.6774313816666666,0.16716000233333336,0.15540860233333334
80,0.3333333333333333,0.69148,0.14844827333333335,0.16007174799999999
81,0.2857142857142857,0.6713615442857143,0.17054221142857143,0.1580962312857143
82,0.0,0.75132277,0.13595460099999998,0.1127226184
83,0.5714285714285714,0.5444111957142858,0.17056516514285716,0.28502364185714285
84,0.42857142857142855,0.49601869142857147,0.23969184485714284,0.26428944085714284
85,1.3333333333333333,0.4622921133333333,0.19529220266666666,0.3424157151666667
86,0.3333333333333333,0.5694039383333332,0.190944,0.23965204999999998
87,0.5714285714285714,0.5564381071428571,0.17693389285714287,0.2666279892857143
88,0.0,0.6913918928571429,0.15595896428571426,0.15264915485714287
89,0.3333333333333333,0.548000785,0.17167604833333336,0.280323159
90,0.6666666666666666,0.49666292377777777,0.16950212155555555,0.33383496322222217
91,0.75,0.5115738475,0.17132936325,0.31709678875
92,0.0,0.710306375,0.15860109275,0.1310925135
93,0.2857142857142857,0.6179706328571429,0.17987411142857143,0.20215526814285714
94,0.0,0.48921415333333335,0.17108548999999998,0.33970040000000007
95,0.2857142857142857,0.6336017714285714,0.16577148428571428,0.20062674785714285
96,0.8571428571428571,0.4662313885714286,0.15900212857142856,0.3747664778571429
97,0.4,0.6562822779999999,0.131573326,0.2121444252
98,1.0,0.49060557666666665,0.16525013266666666,0.344144305
99,0.2857142857142857,0.70108533,0.13106382428571428,0.16785084857142857
100,0.0,0.69270964,0.15832391871428572,0.14896643499999998
101,0.3333333333333333,0.6296819366666667,0.13945106166666668,0.230867017
102,0.2857142857142857,0.5339766085714286,0.212156708,0.2538666922857143
103,0.2857142857142857,0.5290496685714287,0.20195654,0.26899378285714287
104,0.25,0.55566296625,0.18632223025,0.258014800625
105,0.3333333333333333,0.55185914,0.24114030666666667,0.20700056833333333
106,0.6666666666666666,0.5307136316666666,0.19266023583333333,0.2766261116666667
107,0.25,0.50740895125,0.23002784875,0.2625631925
108,0.75,0.5390600825,0.167978994375,0.292960931
109,0.0,0.5745581766666666,0.20576094666666667,0.21968086077777776
110,0.25,0.6823741825,0.161601463125,0.156024326375
111,0.25,0.587342655,0.158535963,0.25412137925
112,0.5,0.563649705,0.157304184375,0.279046102375
113,0.4,0.640004048,0.1130050392,0.246990884
114,0.8571428571428571,0.5053011421428572,0.137363629,0.3573352262857143
115,0.4444444444444444,0.61404014,0.16035340888888888,0.2256064287777778
116,0.25,0.54820915925,0.17052606125,0.281264771875
117,0.0,0.6796331325,0.12749856875,0.19286832124999997
118,0.3333333333333333,0.7149419416666666,0.13489336600000001,0.15016467883333331
119,0.0,0.6624652600000001,0.18829191,0.149242838
120,0.0,0.6278152666666666,0.19176936333333336,0.18041535833333333
121,0.25,0.63209936125,0.20481093125,0.163089688875
122,0.75,0.4516885425,0.19793000500000002,0.35038145375
123,0.5,0.56461123875,0.17146214625,0.26392661424999997
124,0.0,0.6548486833333333,0.15835262,0.186798685
125,0.2222222222222222,0.5455647733333334,0.19150441066666668,0.26293081144444447
126,0.2857142857142857,0.6051256828571429,0.14757151057142856,0.24730279385714285
127,0.5714285714285714,0.5686601099999999,0.18204794142857142,0.24929194428571427
128,0.75,0.5871915725,0.146046672125,0.2667617245
129,0.8,0.667407418,0.12728593,0.2053066394
130,0.5714285714285714,0.6108124971428571,0.13048538514285715,0.2587021135714286
131,0.5,0.6112740825,0.159061704125,0.22966420318749997
132,0.5,0.56877523875,0.18617663750000002,0.24504813775
133,0.2857142857142857,0.5487196428571429,0.1869114185714286,0.26436894842857145
134,0.0,0.6473984828571429,0.16767293942857142,0.18492854914285714
135,0.6666666666666666,0.5775765949999999,0.18860149166666665,0.233821945
